Area,Consumer_profile,Product_category,Product_type,AC_1001_Issue,AC_1002_Issue,AC_1003_Issue,TV_2001_Issue,TV_2002_Issue,TV_2003_Issue,Claim_Value,Service_Centre,Product_Age,Purchased_from,Call_details,Purpose,Fraud,ID
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,1.0,5618.0,14.0,289.0,Dealer,30.0,Claim,1,79241.0
Rural,Business,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,20000.0,12.0,10.0,Dealer,1.0,Complaint,0,5551.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,18.0,Dealer,1.6,Complaint,0,730.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,4.0,Manufacturer,1.3,Claim,0,4618.0
Rural,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,7153.0,14.0,444.0,Dealer,30.0,Other,0,11801.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,13.0,6.0,Dealer,1.4,Complaint,0,1044.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,0.0,2000.0,10.0,46.0,Manufacturer,8.0,Claim,0,2045.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,15.0,18.0,Internet,6.5,Complaint,0,42111.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,13.0,18.0,Manufacturer,1.5,Complaint,0,6504.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,50000.0,12.0,19.0,Manufacturer,1.3,Claim,0,7921.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,332.0,Manufacturer,20.0,Complaint,1,79351.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,12000.0,15.0,10.0,Internet,1.4,Complaint,0,2224.0
Rural,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,15000.0,15.0,16.0,Manufacturer,1.5,claim,0,6557.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,1.0,4000.0,15.0,26.0,Manufacturer,23.0,Complaint,0,276.0
Urban,Personal,Household,AC,2.0,2.0,2.0,0.0,0.0,0.0,15000.0,12.0,311.0,Dealer,4.0,Claim,0,1285.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,1.0,20000.0,15.0,60.0,Dealer,1.0,Claim,0,4766.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,20000.0,14.0,21.0,Dealer,1.4,Claim,0,11151.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,1.0,5283.0,11.0,883.0,Dealer,12.0,Claim,0,3257.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,12.0,9.0,Manufacturer,0.5,Complaint,0,5230.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4000.0,12.0,282.0,Internet,15.0,Complaint,0,7955.0
Urban,Personal,Household,AC,2.0,2.0,1.0,0.0,0.0,0.0,12000.0,15.0,244.0,Manufacturer,4.0,Complaint,0,8315.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,15.0,7.0,Dealer,2.5,Claim,0,2477.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,10000.0,13.0,19.0,Dealer,1.0,Claim,0,7832.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,15.0,18.0,Dealer,2.6,Claim,0,3686.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,,13.0,176.0,Internet,30.0,Complaint,0,55111.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,15.0,224.0,Manufacturer,23.0,Complaint,0,36751.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,12.0,4.0,Manufacturer,2.6,Claim,0,373.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,10000.0,13.0,19.0,Dealer,1.0,Claim,0,6162.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,2.0,15000.0,12.0,15.0,Dealer,1.3,Complaint,0,8708.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,10.0,148.0,Manufacturer,24.0,Claim,1,58141.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,12.0,7.0,Dealer,1.3,Other,0,2706.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,21000.0,13.0,4.0,Internet,2.5,Complaint,0,5650.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,2515.0,10.0,748.0,Manufacturer,30.0,Other,0,4687.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,10.0,271.0,Dealer,2.0,Complaint,0,4570.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,1.0,5557.0,13.0,153.0,Internet,30.0,Complaint,0,7426.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,14.0,167.0,Manufacturer,9.0,Complaint,0,8156.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,1.0,9000.0,10.0,160.0,Manufacturer,19.0,Claim,0,7585.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,19.0,Manufacturer,2.4,Other,0,54891.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,10.0,16.0,Manufacturer,0.5,Complaint,0,6977.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,5.0,Internet,1.0,Complaint,0,2897.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,15.0,4.0,Dealer,1.0,Other,0,29711.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,12.0,18.0,Dealer,1.4,Claim,0,6654.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,12.0,16.0,Dealer,1.6,Complaint,0,3828.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,13.0,16.0,Manufacturer,2.5,Other,1,6171.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,15.0,7.0,Dealer,2.5,Claim,0,4334.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,12.0,4.0,Manufacturer,2.4,Other,0,1561.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,4.0,Dealer,0.5,Complaint,0,1740.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,15.0,4.0,Manufacturer,2.6,Claim,1,3981.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,,13.0,522.0,Internet,30.0,Claim,0,7969.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,13.0,7.0,Manufacturer,1.6,Claim,1,40951.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4674.0,13.0,333.0,Manufacturer,30.0,Claim,0,96051.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,14.0,3.0,Internet,1.4,Complaint,0,5893.0
Urban,Personal,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,10.0,212.0,Dealer,4.0,Complaint,0,7865.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,7528.0,10.0,968.0,Internet,30.0,Complaint,0,7825.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,10.0,147.0,Dealer,22.0,Complaint,0,9553.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,2.0,0.0,1.0,7000.0,14.0,293.0,Manufacturer,13.0,Complaint,0,24241.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,15.0,4.0,Manufacturer,2.6,Claim,1,4133.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,2.0,0.0,0.0,5000.0,15.0,281.0,Manufacturer,4.0,Complaint,0,1110.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,1.0,20000.0,15.0,60.0,Dealer,1.0,Claim,0,8877.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,2515.0,10.0,748.0,Manufacturer,30.0,Other,0,3136.0
Urban,Personal,Household,AC,0.0,2.0,0.0,0.0,0.0,0.0,4832.0,14.0,481.0,Internet,30.0,Complaint,0,5467.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,10.0,55.0,Dealer,21.0,Claim,0,39241.0
Urban,Personal,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,10.0,180.0,Internet,22.0,Complaint,0,46771.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,1.0,20000.0,15.0,60.0,Dealer,1.0,Claim,0,2338.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,10000.0,14.0,15.0,Dealer,2.6,Other,0,6073.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,15.0,224.0,Manufacturer,23.0,Complaint,0,3675.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,1.0,4000.0,15.0,103.0,Manufacturer,16.0,Claim,0,2780.0
Rural,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,12000.0,15.0,21.0,Internet,1.0,Complaint,0,4113.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,7000.0,15.0,330.0,Dealer,8.0,Claim,0,5555.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,25000.0,12.0,3.0,Dealer,1.5,Complaint,0,26071.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,1.0,373.0,14.0,72.0,Dealer,30.0,Claim,0,4755.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,10.0,271.0,Dealer,2.0,Complaint,0,465.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,2.0,0.0,0.0,5000.0,14.0,197.0,Internet,13.0,Complaint,0,9531.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,20000.0,14.0,21.0,Dealer,1.4,Claim,0,2237.0
Urban,Business,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,2000.0,15.0,187.0,Manufacturer,10.0,Complaint,0,3017.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,7369.0,11.0,833.0,Dealer,30.0,Claim,0,8685.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4674.0,13.0,333.0,Manufacturer,30.0,Claim,0,90841.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,1.0,,15.0,363.0,Dealer,30.0,Other,0,129.0
Urban,Personal,Household,AC,0.0,0.0,1.0,0.0,0.0,0.0,12000.0,14.0,12.0,Internet,2.5,Claim,0,43851.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,1.0,4000.0,15.0,26.0,Manufacturer,23.0,Complaint,0,8151.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,15000.0,10.0,60.0,Manufacturer,0.5,Complaint,0,6197.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,6.0,Internet,6.5,Complaint,0,26991.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,2538.0,12.0,73.0,Dealer,30.0,Claim,0,93110.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,20000.0,12.0,18.0,Dealer,2.5,Claim,1,4561.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,15000.0,15.0,12.0,Manufacturer,1.6,Complaint,1,48271.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,3541.0,12.0,391.0,Manufacturer,27.0,Complaint,0,9176.0
Rural,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,5821.0,13.0,951.0,Manufacturer,30.0,Complaint,0,7291.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,60.0,Internet,2.6,Complaint,0,333.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,10.0,288.0,Dealer,18.0,Claim,0,16621.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,0.0,2000.0,10.0,299.0,Dealer,9.0,Complaint,0,94961.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,50000.0,10.0,14.0,Manufacturer,1.5,Claim,0,8358.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,170.0,11.0,371.0,Dealer,30.0,Other,0,6346.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,13.0,7.0,Manufacturer,1.6,Claim,1,4987.0
Rural,Personal,Household,AC,1.0,1.0,2.0,0.0,0.0,0.0,10000.0,15.0,12.0,Dealer,6.5,Claim,0,77241.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,15000.0,12.0,4.0,Manufacturer,1.6,Complaint,0,8753.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,12.0,3.0,Dealer,2.5,Claim,0,75821.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,15.0,329.0,Dealer,14.0,Complaint,0,6018.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,2.0,15000.0,12.0,15.0,Dealer,1.3,Complaint,0,9544.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,5.0,Internet,1.0,Complaint,0,4804.0
Urban,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,4000.0,15.0,36.0,Internet,5.0,Complaint,0,14491.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,2.0,2.0,15000.0,13.0,10.0,Manufacturer,2.4,Complaint,0,8705.0
Rural,Personal,Household,AC,1.0,1.0,2.0,0.0,0.0,0.0,10000.0,15.0,12.0,Dealer,6.5,Claim,0,5516.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,50000.0,12.0,19.0,Manufacturer,1.3,Claim,0,60601.0
Urban,Personal,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,12000.0,14.0,16.0,Internet,6.5,Complaint,0,2617.0
Rural,Personal,Household,AC,1.0,1.0,2.0,0.0,0.0,0.0,4674.0,12.0,727.0,Manufacturer,30.0,Complaint,0,6740.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,14.0,12.0,Internet,2.5,Claim,0,2789.0
Rural,Personal,Household,AC,1.0,1.0,1.0,0.0,0.0,0.0,20000.0,14.0,6.0,Manufacturer,1.0,Claim,0,4899.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,50000.0,12.0,19.0,Manufacturer,1.3,Claim,0,59161.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,13.0,3.0,Manufacturer,6.5,Claim,0,9091.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,3401.0,13.0,824.0,Internet,30.0,Claim,0,2984.0
Urban,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,25000.0,15.0,21.0,Dealer,2.4,Complaint,0,3854.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,50000.0,13.0,12.0,Manufacturer,1.5,Claim,1,522.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,21.0,Manufacturer,1.6,Other,0,4527.0
Urban,Personal,Household,AC,0.0,2.0,1.0,0.0,0.0,0.0,5584.0,11.0,111.0,Dealer,4.0,Other,0,5850.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,0.0,2000.0,15.0,39.0,Dealer,11.0,Claim,0,9396.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,15.0,Manufacturer,0.5,Claim,0,42191.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,18.0,Dealer,1.6,Complaint,0,8297.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,5.0,Manufacturer,1.3,Complaint,0,3701.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,6405.0,11.0,790.0,Manufacturer,30.0,Complaint,0,891.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,1.0,4000.0,10.0,275.0,Dealer,11.0,Claim,0,8876.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,2.0,0.0,0.0,5000.0,15.0,281.0,Manufacturer,4.0,Complaint,0,6931.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,,10.0,574.0,Manufacturer,30.0,Claim,0,9172.0
Rural,Business,Household,AC,0.0,0.0,1.0,0.0,0.0,0.0,5418.0,14.0,914.0,Internet,30.0,Claim,0,9692.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,,13.0,176.0,Internet,30.0,Complaint,0,3317.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,,10.0,574.0,Manufacturer,30.0,Claim,0,195.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,15.0,6.0,Dealer,1.3,Complaint,0,4475.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,7369.0,11.0,833.0,Dealer,30.0,Claim,0,1937.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,14.0,4.0,Dealer,1.0,Complaint,0,7856.0
Urban,Personal,Household,AC,1.0,2.0,0.0,0.0,0.0,0.0,7000.0,15.0,333.0,Internet,24.0,Complaint,0,3900.0
Rural,Personal,Household,AC,1.0,1.0,1.0,0.0,0.0,0.0,12000.0,15.0,14.0,Internet,2.5,Claim,0,1024.0
Urban,Personal,Household,AC,0.0,2.0,0.0,0.0,0.0,0.0,4832.0,14.0,481.0,Internet,30.0,Complaint,0,8507.0
Rural,Business,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,20000.0,12.0,10.0,Dealer,1.0,Complaint,0,7138.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,14.0,167.0,Manufacturer,9.0,Complaint,0,3473.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,2.0,0.0,0.0,5000.0,14.0,197.0,Internet,13.0,Complaint,0,1669.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,12000.0,16.0,20.0,Manufacturer,2.0,Complaint,0,66291.0
Urban,Personal,Household,AC,0.0,0.0,1.0,0.0,0.0,0.0,12000.0,14.0,12.0,Internet,2.5,Claim,0,1607.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,10.0,288.0,Dealer,18.0,Claim,0,8917.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,12.0,18.0,Dealer,1.4,Claim,0,64210.0
Urban,Personal,Household,AC,2.0,2.0,0.0,0.0,0.0,0.0,10000.0,15.0,349.0,Internet,21.0,Complaint,0,2256.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,20000.0,13.0,14.0,Manufacturer,1.4,Claim,0,6187.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,12000.0,14.0,16.0,Internet,6.5,Complaint,0,16801.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,15.0,18.0,Internet,6.5,Complaint,0,6575.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,15.0,329.0,Dealer,14.0,Complaint,0,1397.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,2.0,15000.0,12.0,15.0,Dealer,1.3,Complaint,0,3463.0
Rural,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,12000.0,15.0,21.0,Internet,1.0,Complaint,0,6749.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,14.0,9.0,Dealer,2.5,Claim,0,9126.0
Urban,Personal,Household,AC,0.0,2.0,0.0,0.0,0.0,0.0,4832.0,14.0,481.0,Internet,30.0,Complaint,0,6413.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,5.0,Manufacturer,1.3,Complaint,0,3438.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,15000.0,10.0,60.0,Manufacturer,0.5,Complaint,0,7860.0
Rural,Personal,Household,AC,0.0,1.0,2.0,0.0,0.0,0.0,4474.0,12.0,202.0,Manufacturer,30.0,Claim,0,8198.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,4.0,Dealer,0.5,Complaint,0,1695.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,1.0,,15.0,363.0,Dealer,30.0,Other,0,6167.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,3501.0,14.0,43.0,Dealer,30.0,Other,1,9671.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,5.0,Internet,1.0,Complaint,0,3772.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,14.0,12.0,Internet,2.5,Claim,0,2220.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,12.0,18.0,Dealer,1.4,Claim,0,92151.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,1.0,20000.0,15.0,60.0,Manufacturer,1.0,Claim,1,11781.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,20000.0,14.0,21.0,Dealer,1.4,Claim,0,2773.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,18.0,Dealer,1.6,Complaint,0,1936.0
Urban,Personal,Household,AC,1.0,2.0,0.0,0.0,0.0,0.0,7000.0,15.0,333.0,Internet,24.0,Complaint,0,8511.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,13.0,9.0,Internet,2.6,Complaint,0,3754.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,15.0,329.0,Dealer,14.0,Complaint,0,4050.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,5.0,Internet,1.0,Complaint,0,4581.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,10.0,257.0,Internet,25.0,Claim,0,8875.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,12000.0,14.0,16.0,Internet,6.5,Complaint,0,11511.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,2.0,15000.0,12.0,15.0,Dealer,1.3,Complaint,0,43661.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,5.0,Internet,1.0,Complaint,0,2454.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,3905.0,13.0,683.0,Dealer,19.0,Claim,0,8554.0
Urban,Business,Household,AC,2.0,2.0,0.0,0.0,0.0,0.0,10000.0,15.0,35.0,Internet,11.0,Claim,0,2404.0
Urban,Business,Household,AC,2.0,2.0,0.0,0.0,0.0,0.0,10000.0,10.0,206.0,Dealer,17.0,Claim,0,6560.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,1.0,21000.0,13.0,4.0,Internet,2.5,Complaint,0,588.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,12000.0,14.0,3.0,Internet,1.4,Complaint,0,3261.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,15000.0,12.0,4.0,Manufacturer,1.6,Complaint,0,5730.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,12000.0,16.0,20.0,Manufacturer,2.0,Complaint,0,4246.0
Rural,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,7153.0,14.0,444.0,Dealer,30.0,Other,0,86421.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,12000.0,16.0,20.0,Manufacturer,2.0,Complaint,0,7725.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,15000.0,12.0,4.0,Manufacturer,1.6,Complaint,1,3807.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,50000.0,13.0,12.0,Manufacturer,1.5,Claim,1,2664.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,13.0,14.0,Manufacturer,1.6,Claim,1,7778.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,15.0,18.0,Dealer,2.6,Claim,0,1931.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,4.0,Dealer,0.5,Complaint,0,92351.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,1.0,1691.0,13.0,746.0,Dealer,30.0,Other,0,4046.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,10000.0,14.0,15.0,Dealer,2.6,Claim,0,6567.0
Rural,Personal,Household,AC,1.0,1.0,1.0,0.0,0.0,0.0,20000.0,14.0,6.0,Manufacturer,1.0,Claim,0,45651.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,,13.0,522.0,Internet,30.0,Claim,0,77281.0
Urban,Personal,Household,AC,2.0,2.0,2.0,0.0,0.0,0.0,15000.0,15.0,303.0,Internet,7.0,Complaint,0,7045.0
Urban,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,25000.0,15.0,21.0,Dealer,2.4,Complaint,0,3484.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,1.0,501.0,10.0,409.0,Internet,30.0,Claim,0,9131.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,12.0,12.0,Dealer,0.5,Complaint,0,95681.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,7370.0,13.0,698.0,Manufacturer,30.0,Other,0,2851.0
